0	1.000000e+00
25000	2.986988e-01
50000	1.259555e-01
75000	8.258477e-02
100000	6.347967e-02
125000	5.254160e-02
150000	4.465113e-02
175000	3.963691e-02
200000	3.536017e-02
225000	3.192951e-02
250000	2.974300e-02
275000	2.738957e-02
300000	2.598198e-02
325000	2.387138e-02
350000	2.226867e-02
375000	2.109440e-02
400000	1.990861e-02
425000	1.895723e-02
450000	1.770153e-02
475000	1.732052e-02
500000	1.660202e-02
525000	1.596142e-02
550000	1.552246e-02
575000	1.495372e-02
600000	1.463776e-02
625000	1.407655e-02
650000	1.356214e-02
675000	1.241876e-02
700000	1.166086e-02
725000	1.087232e-02
750000	1.051357e-02
775000	9.827750e-03
800000	9.687938e-03
825000	8.826941e-03
850000	8.629003e-03
875000	8.174732e-03
900000	7.631633e-03
925000	7.490841e-03
950000	7.095787e-03
975000	6.968161e-03
1000000	6.570467e-03
1025000	6.386625e-03
1050000	6.113407e-03
1075000	6.018591e-03
1100000	5.659204e-03
1125000	5.351434e-03
1150000	5.241993e-03
1175000	5.107512e-03
1200000	5.023917e-03
1225000	4.916587e-03
1250000	4.856747e-03
1275000	4.666884e-03
1300000	4.664671e-03
1325000	4.793847e-03
1350000	4.790425e-03
1375000	4.905241e-03
1400000	4.427222e-03
1425000	4.637938e-03
1450000	4.389677e-03
1475000	4.586375e-03
1500000	4.153177e-03
1525000	4.398894e-03
1550000	4.239880e-03
1575000	4.343957e-03
1600000	3.903644e-03
1625000	4.029170e-03
1650000	3.902767e-03
1675000	4.176039e-03
1700000	3.993818e-03
1725000	3.947623e-03
1750000	3.756438e-03
1775000	3.795858e-03
1800000	3.753036e-03
1825000	3.579546e-03
1850000	3.459408e-03
1875000	3.762828e-03
1900000	3.449861e-03
1925000	3.624682e-03
1950000	3.522281e-03
1975000	3.416270e-03
2000000	2.886865e-03
2025000	3.065142e-03
2050000	3.070511e-03
2075000	2.842801e-03
2100000	3.018587e-03
2125000	2.912957e-03
2150000	3.328644e-03
2175000	2.871239e-03
2200000	2.710730e-03
2225000	2.782938e-03
2250000	2.696702e-03
2275000	2.943919e-03
2300000	2.880982e-03
2325000	2.597317e-03
2350000	3.047729e-03
2375000	3.293225e-03
2400000	2.681318e-03
